row_id,study_id,polygon,coder,citation_screening,exclude_why,citation,fulltext_screening,study_year,intervention_full_name,intervention_dim,intervention_cat,intervention_simple_name,sub_intervention_name,unit,outcome_dim,outcome_cat,outcome_catdim,outcome_indicator_full,outcome_impact,outcome_comment,budget,staff,monitoring,enforcement,clear_rules,gazetted,management,compliance,funding,conflict_resol,stake_agency,decision_making,fishery_type,age,size,size_unit,depth_cat,material_cat,livdiv_process,livdiv_pathway,gear_managed,last_heat_stress,heat_stress_freq,connectivity,cyclone_freq,sediments,nutrients,market_gravity,coastal_pop,ports,tourism,mardep_nutri,mardep_eco,ggi,hdi,wgi,gini,study_design,country,region,location,lat,lon,data_year,cost_USD,paired_intervention_1,paired_intervention_2,mardep,sednutr,n_case_studies,record_weight
754,TemporalClosures_5,no,pauline,yes,NA,"Cinner, J; Marnane, MJ; McClanahan, TR; Almany, GR Periodic closures as adaptive coral reef management in the indo-pacific (2006) Ecology And Society",yes,2006,Muluk Customary Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Functions,Nature - Functions,trophic level,beneficial,,NA,NA,no monitoring,excellent capacity/resources to enforce legislation and regulations,Known/demarcated,NA,community-managed,medium compliance,NA,NA,NA,NA,subsistance,6,0.58,reef_km2,NA,NA,NA,NA,NA,0,NA,0.50121,0.76178,0.82001250551714,0.603799310891235,0.591972429810268,0.779104696314748,0,0,NA,0.35,0.725,0.5616496960322063,-0.6294817067682742,458,CI/Distance,Papua New Guinea,Melanesia,Muluk,-4.651302,146.069287,2001,,NA,NA,0.35,0.7119059082041874,37,1
755,TemporalClosures_5,no,pauline,yes,NA,"Cinner, J; Marnane, MJ; McClanahan, TR; Almany, GR Periodic closures as adaptive coral reef management in the indo-pacific (2006) Ecology And Society",yes,2006,Muluk Customary Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Species,Nature - Species,species richness,neutral,,NA,NA,no monitoring,excellent capacity/resources to enforce legislation and regulations,Known/demarcated,NA,community-managed,medium compliance,NA,NA,NA,NA,subsistance,6,0.58,reef_km2,NA,NA,NA,NA,NA,0,NA,0.50121,0.76178,0.82001250551714,0.603799310891235,0.591972429810268,0.779104696314748,0,0,NA,0.35,0.725,0.5616496960322063,-0.6294817067682742,458,CI/Distance,Papua New Guinea,Melanesia,Muluk,-4.651302,146.069287,2001,,NA,NA,0.35,0.7119059082041874,37,0.16666666666666666
756,TemporalClosures_5,no,pauline,yes,NA,"Cinner, J; Marnane, MJ; McClanahan, TR; Almany, GR Periodic closures as adaptive coral reef management in the indo-pacific (2006) Ecology And Society",yes,2006,Muluk Customary Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,invertebrates,Nature,Species,Nature - Species,giant clam density,beneficial,,NA,NA,no monitoring,excellent capacity/resources to enforce legislation and regulations,Known/demarcated,NA,community-managed,medium compliance,NA,NA,NA,NA,subsistance,6,0.58,reef_km2,NA,NA,NA,NA,NA,0,NA,0.50121,0.76178,0.82001250551714,0.603799310891235,0.591972429810268,0.779104696314748,0,0,NA,0.35,0.725,0.5616496960322063,-0.6294817067682742,458,CI/Distance,Papua New Guinea,Melanesia,Muluk,-4.651302,146.069287,2001,,NA,NA,0.35,0.7119059082041874,37,0.16666666666666666
757,TemporalClosures_54,no,pauline,yes,NA,"Cinner, JE Designing marine reserves to reflect local socioeconomic conditions: lessons from long-enduring customary management systems (2007) Coral Reefs",yes,2007,Muluk Customary Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,coastal communities,People,Social,People - Social,socioeconomic conditions,mixed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.58,reef_km2,NA,NA,NA,NA,NA,1,NA,0.50121,0.76178,0.82001250551714,0.603799310891235,0.591972429810268,0.779104696314748,0,0,NA,0.35,0.725,0.5616496960322063,-0.6294817067682742,458,Qualitative,Papua New Guinea,Melanesia,Muluk,-4.651302,146.069287,2002,,NA,NA,0.35,0.7119059082041874,37,1
758,TemporalClosures_65,no,pauline,yes,NA,"Feary, DA; Cinner, JE; Graham, NAJ; Januchowski-Hartley, FA Effects of customary marine closures on fish behavior, spear-fishing success, and underwater visual surveys (2011) Conservation Biology",yes,2011,Muluk Customary Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,NCP,Fishery,NCP - Fishery,flight distance of targeted reef fishes,beneficial,,NA,NA,NA,NA,NA,NA,community-managed,NA,NA,NA,NA,NA,NA,15,0.58,reef_km2,NA,NA,NA,NA,NA,0,3,0.50121,0.76178,0.82001250551714,0.603799310891235,0.591972429810268,0.779104696314748,0,0,NA,0.35,0.725,0.5616496960322063,-0.6294817067682742,438.5,CI/Distance,Papua New Guinea,Melanesia,Muluk,-4.651302,146.069287,2010,,NA,NA,0.35,0.7119059082041874,37,0.5
759,TemporalClosures_65,no,pauline,yes,NA,"Feary, DA; Cinner, JE; Graham, NAJ; Januchowski-Hartley, FA Effects of customary marine closures on fish behavior, spear-fishing success, and underwater visual surveys (2011) Conservation Biology",yes,2011,Muluk Customary Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Species,Nature - Species,abundance,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.58,reef_km2,NA,NA,NA,NA,NA,0,3,0.50121,0.76178,0.82001250551714,0.603799310891235,0.591972429810268,0.779104696314748,0,0,NA,0.35,0.725,0.5616496960322063,-0.6294817067682742,438.5,CI/Distance,Papua New Guinea,Melanesia,Muluk,-4.651302,146.069287,2010,,NA,NA,0.35,0.7119059082041874,37,0.16666666666666666
760,MarCon_2147,no,lauric,yes,NA,"Quintana, ACE; Giron-Nava, A; Urmy, S; Cramer, AN; Dominguez-Sanchez, S; Rodriguez-Van Dyck, S; Aburto-Oropeza, O; Basurto, X; Weaver, AH Positive social-ecological feedbacks in community-based conservation (2021) Frontiers In Marine Science",yes,2021,La Habana,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,fish biomass recovery rate,beneficial,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,artisanal,5,0.86,reef_km2,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,0.309,0.6566492092041742,-0.5091926703850427,483.6666666666667,BACI/BA,Mexico,NA,La Habana,25.197464,-110.887152,2017,,NA,NA,0.095,NA,225,1
761,TemporalClosures_99,no,pauline,yes,NA,"Cinner, JE; Lau, JD; Bauman, AG; Feary, DA; Januchowski-Hartley, FA; Rojas, CA; Barnes, ML; Bergseth, BJ; Shum, E; Lahari, R; Ben, J; Graham, NAJ Sixteen years of social and ecological dynamics reveal challenges and opportunities for adaptive management in sustaining the commons (2019) Proceedings Of The National Academy Of Sciences Of The United States Of America",yes,2019,Muluk Customary Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fishers,People,Economic,People - Economic,impact on livelihood,beneficial,,NA,staff members are adequate,NA,NA,Known/demarcated,formally gazetted/covenanted,community-managed,high compliance,NA,NA,well-represented,"good Transparency, accountability, neutrality, correctability, ethicality, and trustworthiness",subsistance,22,0.58,reef_km2,NA,NA,NA,NA,NA,0,7,0.50121,0.76178,0.82001250551714,0.603799310891235,0.591972429810268,0.779104696314748,0,0,NA,0.35,0.725,0.5616496960322063,-0.6294817067682742,438.5,Perceptions/Survey,Papua New Guinea,Melanesia,Muluk,-4.651302,146.069287,2017,,NA,NA,0.35,0.7119059082041874,37,1
762,TemporalClosures_99,no,pauline,yes,NA,"Cinner, JE; Lau, JD; Bauman, AG; Feary, DA; Januchowski-Hartley, FA; Rojas, CA; Barnes, ML; Bergseth, BJ; Shum, E; Lahari, R; Ben, J; Graham, NAJ Sixteen years of social and ecological dynamics reveal challenges and opportunities for adaptive management in sustaining the commons (2019) Proceedings Of The National Academy Of Sciences Of The United States Of America",yes,2019,Muluk Customary Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fishers,People,Governance,People - Governance,perception of the system,mixed,,NA,staff members are adequate,NA,NA,Known/demarcated,formally gazetted/covenanted,community-managed,high compliance,NA,NA,well-represented,"good Transparency, accountability, neutrality, correctability, ethicality, and trustworthiness",subsistance,22,0.58,reef_km2,NA,NA,NA,NA,NA,0,7,0.50121,0.76178,0.82001250551714,0.603799310891235,0.591972429810268,0.779104696314748,0,0,NA,0.35,0.725,0.5616496960322063,-0.6294817067682742,438.5,Perceptions/Survey,Papua New Guinea,Melanesia,Muluk,-4.651302,146.069287,2017,,NA,NA,0.35,0.7119059082041874,37,1
763,MarCon_2147,no,lauric,yes,NA,"Quintana, ACE; Giron-Nava, A; Urmy, S; Cramer, AN; Dominguez-Sanchez, S; Rodriguez-Van Dyck, S; Aburto-Oropeza, O; Basurto, X; Weaver, AH Positive social-ecological feedbacks in community-based conservation (2021) Frontiers In Marine Science",yes,2021,Punta Botella,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,fish biomass recovery rate,beneficial,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,artisanal,5,1.06,reef_km2,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,0.309,0.6588157948694731,-0.5091926703850427,483.6666666666667,BACI/BA,Mexico,NA,Punta Botella,25.292083,-110.932566,2017,,NA,NA,0.095,NA,225,1
764,MarCon_1033,no,lauric,yes,NA,"Jupiter, SD; Epstein, G; Ban, NC; Mangubhai, S; Fox, M; Cox, M A social-ecological systems approach to assessing conservation and fisheries outcomes in fijian locally managed marine areas (2017) Society & Natural Resources",yes,2017,Nakali PHC,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Community,Nature - Community,Shannon diversity of fish,neutral,,NA,NA,good monitoring and evaluation used in management,NA,NA,formally gazetted/covenanted,community-managed,NA,NA,NA,poorly represented,NA,NA,5,1.3,reef_km2,NA,NA,NA,NA,NA,8,1,1.02762,-0.08454,0.745917316463146,0.52552834742874,0.449513963027477,0.575902996556524,0,0.812403839109092,0.31,0.41,0.318,0.73,0.31991445218833775,404,CI/Distance,Fiji,Melanesia,Navatu,-16.929577,179.014425,2010,,NA,NA,0.36,0.6357228319459429,37,1
765,MarCon_1033,no,lauric,yes,NA,"Jupiter, SD; Epstein, G; Ban, NC; Mangubhai, S; Fox, M; Cox, M A social-ecological systems approach to assessing conservation and fisheries outcomes in fijian locally managed marine areas (2017) Society & Natural Resources",yes,2017,Nakali PHC,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Species,Nature - Species,target fish biomass,neutral,,NA,NA,good monitoring and evaluation used in management,NA,NA,formally gazetted/covenanted,community-managed,NA,NA,NA,poorly represented,NA,NA,5,1.3,reef_km2,NA,NA,NA,NA,NA,8,1,1.02762,-0.08454,0.745917316463146,0.52552834742874,0.449513963027477,0.575902996556524,0,0.812403839109092,0.31,0.41,0.318,0.73,0.31991445218833775,404,CI/Distance,Fiji,Melanesia,Navatu,-16.929577,179.014425,2010,,NA,NA,0.36,0.6357228319459429,37,0.5
766,MarCon_9975,no,lauric,external sources,NA,"Jupiter, SD; Egli, DP Ecosystem-based management in fiji: successes and challenges after 5 years of implementation (2011) Journal Of Marine Biology",yes,2011,Nakali PHC,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Species,Nature - Species,biomass,beneficial,,NA,NA,good monitoring and evaluation used in management,NA,NA,formally gazetted/covenanted,community-managed,medium compliance,NA,NA,poorly represented,NA,NA,4,0.77,reef_km2,NA,NA,NA,NA,NA,7,1,1.02762,-0.08454,0.745917316463146,0.52552834742874,0.449513963027477,0.575902996556524,0,0.812403839109092,0.31,0.41,0.318,0.73,0.31991445218833775,404,CI/Distance,Fiji,Melanesia,Navatu,-16.929577,179.014425,2009,,NA,NA,0.36,0.6357228319459429,37,0.5
767,MarCon_1033,no,lauric,yes,NA,"Jupiter, SD; Epstein, G; Ban, NC; Mangubhai, S; Fox, M; Cox, M A social-ecological systems approach to assessing conservation and fisheries outcomes in fijian locally managed marine areas (2017) Society & Natural Resources",yes,2017,Nakodu PHC,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Community,Nature - Community,Shannon diversity of fish,neutral,,NA,NA,good monitoring and evaluation used in management,NA,NA,formally gazetted/covenanted,community-managed,NA,NA,NA,well-represented,NA,NA,4,0.7,reef_km2,NA,NA,NA,NA,NA,0,2,0.65047,-0.01386,0.697072237751949,0.534243546514842,0.49352887190725,0.715437028353726,0,0,0.31,0.41,0.318,0.73,0.31991445218833775,367,CI/Distance,Fiji,Melanesia,Nakodu,-17.352165,179.427888,2014,,NA,NA,0.36,0.6156578921333955,37,1
768,MarCon_1033,no,lauric,yes,NA,"Jupiter, SD; Epstein, G; Ban, NC; Mangubhai, S; Fox, M; Cox, M A social-ecological systems approach to assessing conservation and fisheries outcomes in fijian locally managed marine areas (2017) Society & Natural Resources",yes,2017,Nakodu PHC,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Species,Nature - Species,target fish biomass,beneficial,,NA,NA,good monitoring and evaluation used in management,NA,NA,formally gazetted/covenanted,community-managed,NA,NA,NA,well-represented,NA,NA,4,0.7,reef_km2,NA,NA,NA,NA,NA,0,2,0.65047,-0.01386,0.697072237751949,0.534243546514842,0.49352887190725,0.715437028353726,0,0,0.31,0.41,0.318,0.73,0.31991445218833775,367,CI/Distance,Fiji,Melanesia,Nakodu,-17.352165,179.427888,2014,,NA,NA,0.36,0.6156578921333955,37,0.3333333333333333
769,MarCon_2147,no,lauric,yes,NA,"Quintana, ACE; Giron-Nava, A; Urmy, S; Cramer, AN; Dominguez-Sanchez, S; Rodriguez-Van Dyck, S; Aburto-Oropeza, O; Basurto, X; Weaver, AH Positive social-ecological feedbacks in community-based conservation (2021) Frontiers In Marine Science",yes,2021,Punta Coyote,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,fish biomass recovery rate,neutral,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,artisanal,5,0.91,reef_km2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,0.309,0.6655537424943386,-0.5091926703850427,483.6666666666667,BACI/BA,Mexico,NA,Punta Coyote,24.703151,-110.691694,2017,,NA,NA,0.095,NA,225,1
770,MarCon_2147,no,lauric,yes,NA,"Quintana, ACE; Giron-Nava, A; Urmy, S; Cramer, AN; Dominguez-Sanchez, S; Rodriguez-Van Dyck, S; Aburto-Oropeza, O; Basurto, X; Weaver, AH Positive social-ecological feedbacks in community-based conservation (2021) Frontiers In Marine Science",yes,2021,San Diego Island fishing refugia,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,fish biomass recovery rate,beneficial,,NA,NA,NA,NA,NA,NA,co-managed,poor or no compliance,NA,NA,NA,NA,artisanal,5,1.7,reef_km2,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,0.309,0.6565287204889151,-0.5091926703850427,483.6666666666667,BACI/BA,Mexico,NA,San Diego Island,25.197896,-110.703495,2017,,NA,NA,0.095,NA,225,1
771,TemporalClosures_38,no,pauline,yes,NA,"Goetze, JS; Januchowski-Hartley, FA; Claudet, J; Langlois, TJ; Wilson, SK; Jupiter, SD Fish wariness is a more sensitive indicator to changes in fishing pressure than abundance, length or biomass (2017) Ecological Applications",yes,2017,Nakodu PHC,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,NCP,Fishery,NCP - Fishery,wariness (proxy for catchability),beneficial,,NA,NA,NA,NA,NA,NA,community-managed,high compliance,NA,NA,NA,NA,NA,3,0.73,reef_km2,NA,NA,NA,NA,NA,11,1,0.65047,-0.01386,0.697072237751949,0.534243546514842,0.49352887190725,0.715437028353726,0,0,0.31,0.41,0.318,0.73,0.31991445218833775,367,CI/Distance,Fiji,Melanesia,Nakodu,-17.352906,179.426291,2013,,NA,NA,0.36,0.6156578921333955,37,0.5
772,TemporalClosures_38,no,pauline,yes,NA,"Goetze, JS; Januchowski-Hartley, FA; Claudet, J; Langlois, TJ; Wilson, SK; Jupiter, SD Fish wariness is a more sensitive indicator to changes in fishing pressure than abundance, length or biomass (2017) Ecological Applications",yes,2017,Nakodu PHC,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Species,Nature - Species,"abundance, length, biomass",beneficial,,NA,NA,NA,NA,NA,NA,community-managed,high compliance,NA,NA,NA,NA,NA,3,0.73,reef_km2,NA,NA,NA,NA,NA,11,1,0.65047,-0.01386,0.697072237751949,0.534243546514842,0.49352887190725,0.715437028353726,0,0,0.31,0.41,0.318,0.73,0.31991445218833775,367,CI/Distance,Fiji,Melanesia,Nakodu,-17.352906,179.426291,2013,,NA,NA,0.36,0.6156578921333955,37,0.3333333333333333
773,MarCon_2147,no,lauric,yes,NA,"Quintana, ACE; Giron-Nava, A; Urmy, S; Cramer, AN; Dominguez-Sanchez, S; Rodriguez-Van Dyck, S; Aburto-Oropeza, O; Basurto, X; Weaver, AH Positive social-ecological feedbacks in community-based conservation (2021) Frontiers In Marine Science",yes,2021,San Marcial fishing refugia,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,fish biomass recovery rate,beneficial,,NA,NA,NA,NA,NA,NA,co-managed,high compliance,NA,NA,NA,NA,artisanal,5,5.92,reef_km2,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,0.309,0.657793171265546,-0.5091926703850427,483.6666666666667,BACI/BA,Mexico,NA,Aqua Verde,25.526424,-111.009529,2017,,NA,NA,0.095,NA,225,1
774,MarCon_227,no,lauric,yes,NA,"Monaco, ME; Friedlander, AM; Caldow, C; Hile, SD; Menza, C; Boulon, RH Long-term monitoring of habitats and reef fish found inside and outside the us virgin islands coral reef national monument: a comparative assessment (2009) Caribbean Journal Of Science",yes,2009,Virgin Islands Coral Reef National Monument - Coral Bay (VICR-CB),FishMan,Gear Management,FishMan - Gear Management,Gear exclusion,coral,Nature,Habitat,Nature - Habitat,change,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,7,2.5,reef_km2,NA,NA,NA,NA,Mixed,2,2,-0.48004,-0.89486,0.692051640429601,0,0.715944634863554,0.669133269836618,0,0.995732288079713,NA,NA,NA,0.921,0.6945998191833496,NA,BACI/BA,Virgin Islands (U.S.),Caribbean-Atlantic,"Saint John, U.S. Virgin Islands",18.345923,-64.693781,2008,,NA,NA,NA,0.3460258202148005,29,1
775,TemporalClosures_38,no,pauline,yes,NA,"Goetze, JS; Januchowski-Hartley, FA; Claudet, J; Langlois, TJ; Wilson, SK; Jupiter, SD Fish wariness is a more sensitive indicator to changes in fishing pressure than abundance, length or biomass (2017) Ecological Applications",yes,2017,Natokalau PHC,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,NCP,Fishery,NCP - Fishery,wariness (proxy for catchability),beneficial,,NA,NA,NA,NA,NA,NA,community-managed,high compliance,NA,NA,NA,NA,NA,7,2.17,reef_km2,NA,NA,NA,NA,NA,4,5,-0.94212,-0.04831,0.73686920700309,0.595452619166068,0.34672510348186,0.576873763645688,0,0,0.31,0.41,0.318,0.6215736303244822,0.31991445218833775,385.5,CI/Distance,Fiji,Melanesia,Natokalau,-19.119848,179.762341,2013,,NA,NA,0.36,0.6661609130845789,37,0.5
776,TemporalClosures_38,no,pauline,yes,NA,"Goetze, JS; Januchowski-Hartley, FA; Claudet, J; Langlois, TJ; Wilson, SK; Jupiter, SD Fish wariness is a more sensitive indicator to changes in fishing pressure than abundance, length or biomass (2017) Ecological Applications",yes,2017,Natokalau PHC,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Species,Nature - Species,"abundance, length, biomass",harmful,,NA,NA,NA,NA,NA,NA,community-managed,high compliance,NA,NA,NA,NA,NA,7,2.17,reef_km2,NA,NA,NA,NA,NA,4,5,-0.94212,-0.04831,0.73686920700309,0.595452619166068,0.34672510348186,0.576873763645688,0,0,0.31,0.41,0.318,0.6215736303244822,0.31991445218833775,385.5,CI/Distance,Fiji,Melanesia,Natokalau,-19.119848,179.762341,2013,,NA,NA,0.36,0.6661609130845789,37,0.5
777,MarCon_5,no,lauric,yes,NA,"Bartlett, CY; Pakoa, K; Manua, C Marine reserve phenomenon in the pacific islands (2009) Marine Policy",yes,2009,Nguna-Pele Marine Protected Area Network,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,coastal communities,Nature,Species,Nature - Species,Perceived reserve efficacy,beneficial,,NA,NA,NA,NA,NA,NA,community-managed,NA,NA,NA,NA,NA,NA,5,1,reef_km2,NA,NA,NA,NA,NA,11,1,-0.65521,-1.09024,0,0,0.720158828266936,0.764195179134002,0,0.853304271375192,0.45,0.33,NA,0.5328176438808441,0.207473863537113,348.5,Perceptions/Survey,Vanuatu,Melanesia,"Nguna, Pele and Emao islands",-17.477668,168.392099,2007,,NA,NA,0.39,0,37,0.2
778,MarCon_5,no,lauric,yes,NA,"Bartlett, CY; Pakoa, K; Manua, C Marine reserve phenomenon in the pacific islands (2009) Marine Policy",yes,2009,Nguna-Pele Marine Protected Area Network,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,coastal communities,People,Governance,People - Governance,Support for current reserve regime,beneficial,,NA,NA,NA,NA,NA,NA,community-managed,NA,NA,NA,NA,NA,NA,5,1,reef_km2,NA,NA,NA,NA,NA,11,1,-0.65521,-1.09024,0,0,0.720158828266936,0.764195179134002,0,0.853304271375192,0.45,0.33,NA,0.5328176438808441,0.207473863537113,348.5,Perceptions/Survey,Vanuatu,Melanesia,"Nguna, Pele and Emao islands",-17.477668,168.392099,2007,,NA,NA,0.39,0,37,1
779,MarCon_379,no,lauric,yes,NA,"Smallhorn-West, PF; Cohen, PJ; Morais, RA; Januchowski-Hartley, FA; Ceccarelli, D; Malimali, S; Stone, K; Warren, R; Cinner, JE Hidden benefits and risks of partial protection for coral reef fisheries (2022) Ecology And Society",yes,2022,Nguna-Pele Marine Protected Area Network,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,NCP,Fishery,NCP - Fishery,FID,beneficial,,NA,NA,NA,NA,NA,NA,community-managed,NA,NA,NA,NA,NA,NA,9,0.152,reef_km2,NA,NA,NA,NA,NA,15,1,-0.65521,-1.09024,0,0,0.720158828266936,0.764195179134002,0,0.853304271375192,0.45,0.33,NA,0.5328176438808441,0.207473863537113,374,CI/Distance,Vanuatu,Melanesia,Pele Island,-17.477668,168.392099,2011,,MarCon - FPA,NA,0.39,0,37,0.5
780,MarCon_227,no,lauric,yes,NA,"Monaco, ME; Friedlander, AM; Caldow, C; Hile, SD; Menza, C; Boulon, RH Long-term monitoring of habitats and reef fish found inside and outside the us virgin islands coral reef national monument: a comparative assessment (2009) Caribbean Journal Of Science",yes,2009,Virgin Islands Coral Reef National Monument - Coral Bay (VICR-CB),FishMan,Gear Management,FishMan - Gear Management,Gear exclusion,coral,NCP,Climate,NCP - Climate,resistance to and resilience following 2005 bleaching,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,7,2.5,reef_km2,NA,NA,NA,NA,Mixed,2,2,-0.48004,-0.89486,0.692051640429601,0,0.715944634863554,0.669133269836618,0,0.995732288079713,NA,NA,NA,0.921,0.6945998191833496,NA,BACI/BA,Virgin Islands (U.S.),Caribbean-Atlantic,"Saint John, U.S. Virgin Islands",18.345923,-64.693781,2008,,NA,NA,NA,0.3460258202148005,29,1
781,MarCon_227,no,lauric,yes,NA,"Monaco, ME; Friedlander, AM; Caldow, C; Hile, SD; Menza, C; Boulon, RH Long-term monitoring of habitats and reef fish found inside and outside the us virgin islands coral reef national monument: a comparative assessment (2009) Caribbean Journal Of Science",yes,2009,Virgin Islands Coral Reef National Monument - Coral Bay (VICR-CB),FishMan,Gear Management,FishMan - Gear Management,Gear exclusion,fish,Nature,Community,Nature - Community,species richness,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,7,2.5,reef_km2,NA,NA,NA,NA,Mixed,2,2,-0.48004,-0.89486,0.692051640429601,0,0.715944634863554,0.669133269836618,0,0.995732288079713,NA,NA,NA,0.921,0.6945998191833496,NA,BACI/BA,Virgin Islands (U.S.),Caribbean-Atlantic,"Saint John, U.S. Virgin Islands",18.345923,-64.693781,2008,,NA,NA,NA,0.3460258202148005,29,1
782,MarCon_241,no,lauric,yes,NA,"Bartlett, CY; Manua, C; Cinner, J; Sutton, S; Jimmy, R; South, R; Nilsson, J; Raina, J Comparison of outcomes of permanently closed and periodically harvested coral reef reserves (2009) Conservation Biology",yes,2009,Nguna-Pele Marine Protected Area Network,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,benthos,Nature,Habitat,Nature - Habitat,substrate composition,neutral,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,6,0.14,reef_km2,NA,NA,NA,NA,NA,11,1,-0.65521,-1.09024,0,0,0.720158828266936,0.764195179134002,0,0.853304271375192,0.45,0.33,NA,0.5328176438808441,0.207473863537113,348.5,CI/Distance,Vanuatu,Melanesia,Pele island and sourounding area,-17.477668,168.392099,2007,,NA,NA,0.39,0,37,1
783,MarCon_241,no,lauric,yes,NA,"Bartlett, CY; Manua, C; Cinner, J; Sutton, S; Jimmy, R; South, R; Nilsson, J; Raina, J Comparison of outcomes of permanently closed and periodically harvested coral reef reserves (2009) Conservation Biology",yes,2009,Nguna-Pele Marine Protected Area Network,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Species,Nature - Species,fished species biomass and abundance,beneficial,,no budget,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,6,0.14,reef_km2,NA,NA,NA,NA,NA,11,1,-0.65521,-1.09024,0,0,0.720158828266936,0.764195179134002,0,0.853304271375192,0.45,0.33,NA,0.5328176438808441,0.207473863537113,348.5,CI/Distance,Vanuatu,Melanesia,Pele island and sourounding area,-17.477668,168.392099,2007,,NA,NA,0.39,0,37,0.2
784,MarCon_241,no,lauric,yes,NA,"Bartlett, CY; Manua, C; Cinner, J; Sutton, S; Jimmy, R; South, R; Nilsson, J; Raina, J Comparison of outcomes of permanently closed and periodically harvested coral reef reserves (2009) Conservation Biology",yes,2009,Nguna-Pele Marine Protected Area Network,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,fish,Nature,Species,Nature - Species,unfished species biomass and abundance,neutral,,no budget,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,6,0.14,reef_km2,NA,NA,NA,NA,NA,11,1,-0.65521,-1.09024,0,0,0.720158828266936,0.764195179134002,0,0.853304271375192,0.45,0.33,NA,0.5328176438808441,0.207473863537113,348.5,CI/Distance,Vanuatu,Melanesia,Pele island and sourounding area,-17.477668,168.392099,2007,,NA,NA,0.39,0,37,0.2
